,win,lose,probability,WTeam,LTeam,WLoc,Correct,Incorrect
1252,Denver Nuggets,San Antonio Spurs,0.7206776378101996,San Antonio Spurs,Denver Nuggets,V,0,1
1253,New Orleans Pelicans,Sacramento Kings,0.5404725773658859,New Orleans Pelicans,Sacramento Kings,V,1,0
1254,Phoenix Suns,Los Angeles Lakers,0.5438983355529015,Phoenix Suns,Los Angeles Lakers,H,1,0
1255,Dallas Mavericks,Detroit Pistons,0.8497959713005349,Dallas Mavericks,Detroit Pistons,V,1,0
1256,Brooklyn Nets,New York Knicks,0.624523328128247,Brooklyn Nets,New York Knicks,V,1,0
1257,Boston Celtics,Chicago Bulls,0.6143926452922651,Boston Celtics,Chicago Bulls,V,1,0
1258,Atlanta Hawks,Washington Wizards,0.6552463619711995,Atlanta Hawks,Washington Wizards,H,1,0
1259,Utah Jazz,Oklahoma City Thunder,0.8905311066544591,Utah Jazz,Oklahoma City Thunder,H,1,0
1260,Phoenix Suns,Los Angeles Clippers,0.6361941824619443,Los Angeles Clippers,Phoenix Suns,H,0,1
1261,Charlotte Hornets,Orlando Magic,0.6532863148860731,Charlotte Hornets,Orlando Magic,H,1,0
1262,Philadelphia 76ers,Toronto Raptors,0.7928216119332326,Toronto Raptors,Philadelphia 76ers,H,0,1
1263,Milwaukee Bucks,Boston Celtics,0.6289192469776965,Milwaukee Bucks,Boston Celtics,H,1,0
1264,Portland Trail Blazers,New Orleans Pelicans,0.6479237490340546,New Orleans Pelicans,Portland Trail Blazers,H,0,1
1265,San Antonio Spurs,Minnesota Timberwolves,0.6070529612185389,Minnesota Timberwolves,San Antonio Spurs,H,0,1
1266,Denver Nuggets,Memphis Grizzlies,0.556200533958549,Denver Nuggets,Memphis Grizzlies,H,1,0
1267,Los Angeles Lakers,Golden State Warriors,0.6294733878688802,Golden State Warriors,Los Angeles Lakers,H,0,1
1268,New York Knicks,Washington Wizards,0.6218374953611564,New York Knicks,Washington Wizards,V,1,0
1269,Milwaukee Bucks,Detroit Pistons,0.8772181098340257,Milwaukee Bucks,Detroit Pistons,V,1,0
1270,Toronto Raptors,Houston Rockets,0.7175002314792986,Toronto Raptors,Houston Rockets,H,1,0
1271,Brooklyn Nets,Cleveland Cavaliers,0.8444272525341221,Brooklyn Nets,Cleveland Cavaliers,H,1,0
1272,Atlanta Hawks,Miami Heat,0.5825223350766828,Miami Heat,Atlanta Hawks,H,0,1
1273,Chicago Bulls,Charlotte Hornets,0.5399360780296567,Charlotte Hornets,Chicago Bulls,V,0,1
1274,Dallas Mavericks,Portland Trail Blazers,0.5317901762017477,Dallas Mavericks,Portland Trail Blazers,H,1,0
1275,Phoenix Suns,Utah Jazz,0.6253350463495576,Phoenix Suns,Utah Jazz,V,1,0
1276,Los Angeles Lakers,Oklahoma City Thunder,0.8662746594780807,Los Angeles Lakers,Oklahoma City Thunder,H,1,0
1277,Philadelphia 76ers,Indiana Pacers,0.7550045477047105,Philadelphia 76ers,Indiana Pacers,H,1,0
1278,Memphis Grizzlies,New Orleans Pelicans,0.5828583749393923,Memphis Grizzlies,New Orleans Pelicans,H,1,0
1279,Golden State Warriors,San Antonio Spurs,0.6278017836857732,Golden State Warriors,San Antonio Spurs,V,1,0
1280,Los Angeles Clippers,Sacramento Kings,0.7550937842092973,Los Angeles Clippers,Sacramento Kings,H,1,0
1281,Washington Wizards,Charlotte Hornets,0.5581370138586839,Charlotte Hornets,Washington Wizards,H,0,1
1282,Brooklyn Nets,Indiana Pacers,0.7581118808398555,Brooklyn Nets,Indiana Pacers,H,1,0
1283,Atlanta Hawks,Houston Rockets,0.8553163822685319,Atlanta Hawks,Houston Rockets,V,1,0
1284,Milwaukee Bucks,Cleveland Cavaliers,0.8745913084128406,Cleveland Cavaliers,Milwaukee Bucks,H,0,1
1285,Philadelphia 76ers,Detroit Pistons,0.8781476963359552,Philadelphia 76ers,Detroit Pistons,H,1,0
1286,Miami Heat,Orlando Magic,0.7782876395676371,Orlando Magic,Miami Heat,H,0,1
1287,New York Knicks,Toronto Raptors,0.6953515182278642,New York Knicks,Toronto Raptors,H,1,0
1288,Memphis Grizzlies,Boston Celtics,0.5036861596704221,Boston Celtics,Memphis Grizzlies,V,0,1
1289,Chicago Bulls,Minnesota Timberwolves,0.6115125492190673,Chicago Bulls,Minnesota Timberwolves,V,1,0
1290,Utah Jazz,Portland Trail Blazers,0.7168947197244488,Utah Jazz,Portland Trail Blazers,V,1,0
1291,Phoenix Suns,Sacramento Kings,0.7717347633562194,Sacramento Kings,Phoenix Suns,V,0,1
1292,Golden State Warriors,New Orleans Pelicans,0.5963494861459255,Golden State Warriors,New Orleans Pelicans,V,1,0
1293,Los Angeles Clippers,Oklahoma City Thunder,0.8859020838616126,Los Angeles Clippers,Oklahoma City Thunder,H,1,0
1294,Los Angeles Lakers,Denver Nuggets,0.5073630526281449,Los Angeles Lakers,Denver Nuggets,V,1,0
1295,Dallas Mavericks,San Antonio Spurs,0.7068597052625831,Dallas Mavericks,San Antonio Spurs,H,1,0
1296,Brooklyn Nets,Cleveland Cavaliers,0.8444272525341221,Brooklyn Nets,Cleveland Cavaliers,H,1,0
1297,Los Angeles Clippers,Minnesota Timberwolves,0.8345938265523415,Minnesota Timberwolves,Los Angeles Clippers,H,0,1
1298,Atlanta Hawks,Charlotte Hornets,0.7008375977174911,Atlanta Hawks,Charlotte Hornets,H,1,0
1299,New Orleans Pelicans,San Antonio Spurs,0.5356700962529859,New Orleans Pelicans,San Antonio Spurs,H,1,0
1300,Atlanta Hawks,Cleveland Cavaliers,0.8198508804759544,Atlanta Hawks,Cleveland Cavaliers,V,1,0
1301,Los Angeles Clippers,New Orleans Pelicans,0.6850691129169351,New Orleans Pelicans,Los Angeles Clippers,V,0,1
1302,Utah Jazz,Dallas Mavericks,0.6963486030499473,Utah Jazz,Dallas Mavericks,V,1,0
1303,Memphis Grizzlies,Minnesota Timberwolves,0.802202062498417,Minnesota Timberwolves,Memphis Grizzlies,V,0,1
1304,Philadelphia 76ers,Toronto Raptors,0.7584490585886242,Philadelphia 76ers,Toronto Raptors,H,1,0
1305,Denver Nuggets,Golden State Warriors,0.6713672973550483,Golden State Warriors,Denver Nuggets,H,0,1
1306,Atlanta Hawks,Miami Heat,0.5825223350766828,Miami Heat,Atlanta Hawks,H,0,1
1307,Brooklyn Nets,Boston Celtics,0.6520932337419838,Boston Celtics,Brooklyn Nets,H,0,1
1308,Milwaukee Bucks,Chicago Bulls,0.7526166943762993,Milwaukee Bucks,Chicago Bulls,H,1,0
1309,Phoenix Suns,New Orleans Pelicans,0.7046067973062855,Phoenix Suns,New Orleans Pelicans,H,1,0
1310,Philadelphia 76ers,Toronto Raptors,0.7584490585886242,Philadelphia 76ers,Toronto Raptors,H,1,0
1311,Utah Jazz,Dallas Mavericks,0.6963486030499473,Dallas Mavericks,Utah Jazz,H,0,1
1312,Denver Nuggets,Golden State Warriors,0.6713672973550483,Golden State Warriors,Denver Nuggets,H,0,1
1313,Atlanta Hawks,Miami Heat,0.5825223350766828,Miami Heat,Atlanta Hawks,H,0,1
1314,Memphis Grizzlies,Minnesota Timberwolves,0.802202062498417,Memphis Grizzlies,Minnesota Timberwolves,H,1,0
1315,Phoenix Suns,New Orleans Pelicans,0.7046067973062855,New Orleans Pelicans,Phoenix Suns,V,0,1
1316,Brooklyn Nets,Boston Celtics,0.6520932337419838,Boston Celtics,Brooklyn Nets,H,0,1
1317,Philadelphia 76ers,Toronto Raptors,0.7928216119332326,Philadelphia 76ers,Toronto Raptors,V,1,0
1318,Milwaukee Bucks,Chicago Bulls,0.7526166943762993,Chicago Bulls,Milwaukee Bucks,V,0,1
1319,Memphis Grizzlies,Minnesota Timberwolves,0.7607890828538342,Memphis Grizzlies,Minnesota Timberwolves,V,1,0
1320,Dallas Mavericks,Utah Jazz,0.5228134037078154,Dallas Mavericks,Utah Jazz,V,1,0
1321,Denver Nuggets,Golden State Warriors,0.6021962930089726,Golden State Warriors,Denver Nuggets,V,0,1
1322,Atlanta Hawks,Miami Heat,0.5542681560301487,Atlanta Hawks,Miami Heat,H,1,0
1323,Milwaukee Bucks,Chicago Bulls,0.7849074059825869,Milwaukee Bucks,Chicago Bulls,V,1,0
1324,Phoenix Suns,New Orleans Pelicans,0.8141372876698826,Phoenix Suns,New Orleans Pelicans,V,1,0
1325,Philadelphia 76ers,Toronto Raptors,0.7928216119332326,Toronto Raptors,Philadelphia 76ers,H,0,1
1326,Dallas Mavericks,Utah Jazz,0.5228134037078154,Utah Jazz,Dallas Mavericks,H,0,1
1327,Brooklyn Nets,Boston Celtics,0.6140448270039749,Boston Celtics,Brooklyn Nets,V,0,1
1328,Memphis Grizzlies,Minnesota Timberwolves,0.7607890828538342,Minnesota Timberwolves,Memphis Grizzlies,H,0,1
1329,Milwaukee Bucks,Chicago Bulls,0.7849074059825869,Milwaukee Bucks,Chicago Bulls,V,1,0
1330,Denver Nuggets,Golden State Warriors,0.6021962930089726,Denver Nuggets,Golden State Warriors,H,1,0
1331,Atlanta Hawks,Miami Heat,0.5542681560301487,Miami Heat,Atlanta Hawks,V,0,1
1332,Phoenix Suns,New Orleans Pelicans,0.8141372876698826,New Orleans Pelicans,Phoenix Suns,H,0,1
1333,Brooklyn Nets,Boston Celtics,0.6140448270039749,Boston Celtics,Brooklyn Nets,V,0,1
1334,Philadelphia 76ers,Toronto Raptors,0.7584490585886242,Toronto Raptors,Philadelphia 76ers,V,0,1
1335,Utah Jazz,Dallas Mavericks,0.6963486030499473,Dallas Mavericks,Utah Jazz,H,0,1
1336,Atlanta Hawks,Miami Heat,0.5825223350766828,Miami Heat,Atlanta Hawks,H,0,1
1337,Memphis Grizzlies,Minnesota Timberwolves,0.802202062498417,Memphis Grizzlies,Minnesota Timberwolves,H,1,0
1338,Phoenix Suns,New Orleans Pelicans,0.7046067973062855,Phoenix Suns,New Orleans Pelicans,H,1,0
1339,Milwaukee Bucks,Chicago Bulls,0.7526166943762993,Milwaukee Bucks,Chicago Bulls,H,1,0
1340,Denver Nuggets,Golden State Warriors,0.6713672973550483,Golden State Warriors,Denver Nuggets,H,0,1
1341,Philadelphia 76ers,Toronto Raptors,0.7928216119332326,Philadelphia 76ers,Toronto Raptors,V,1,0
1342,Phoenix Suns,New Orleans Pelicans,0.8141372876698826,Phoenix Suns,New Orleans Pelicans,V,1,0
1343,Dallas Mavericks,Utah Jazz,0.5228134037078154,Dallas Mavericks,Utah Jazz,V,1,0
1344,Memphis Grizzlies,Minnesota Timberwolves,0.7607890828538342,Memphis Grizzlies,Minnesota Timberwolves,V,1,0
1345,Milwaukee Bucks,Boston Celtics,0.6941523673572902,Milwaukee Bucks,Boston Celtics,V,1,0
1346,Memphis Grizzlies,Golden State Warriors,0.5213149774546728,Golden State Warriors,Memphis Grizzlies,V,0,1
1347,Philadelphia 76ers,Miami Heat,0.666908847275061,Miami Heat,Philadelphia 76ers,H,0,1
1348,Dallas Mavericks,Phoenix Suns,0.5114427894836333,Phoenix Suns,Dallas Mavericks,H,0,1
1349,Milwaukee Bucks,Boston Celtics,0.6941523673572902,Boston Celtics,Milwaukee Bucks,H,0,1
1350,Memphis Grizzlies,Golden State Warriors,0.5213149774546728,Memphis Grizzlies,Golden State Warriors,H,1,0
1351,Philadelphia 76ers,Miami Heat,0.666908847275061,Miami Heat,Philadelphia 76ers,H,0,1
1352,Dallas Mavericks,Phoenix Suns,0.5114427894836333,Phoenix Suns,Dallas Mavericks,H,0,1
1353,Philadelphia 76ers,Miami Heat,0.6082629667141738,Philadelphia 76ers,Miami Heat,H,1,0
1354,Phoenix Suns,Dallas Mavericks,0.6769658976960983,Dallas Mavericks,Phoenix Suns,H,0,1
1355,Milwaukee Bucks,Boston Celtics,0.6289192469776965,Milwaukee Bucks,Boston Celtics,H,1,0
1356,Memphis Grizzlies,Golden State Warriors,0.5682581276314866,Golden State Warriors,Memphis Grizzlies,H,0,1
1357,Phoenix Suns,Dallas Mavericks,0.6769658976960983,Dallas Mavericks,Phoenix Suns,H,0,1
1358,Philadelphia 76ers,Miami Heat,0.6082629667141738,Philadelphia 76ers,Miami Heat,H,1,0
1359,Milwaukee Bucks,Boston Celtics,0.6289192469776965,Boston Celtics,Milwaukee Bucks,V,0,1
1360,Memphis Grizzlies,Golden State Warriors,0.5682581276314866,Golden State Warriors,Memphis Grizzlies,H,0,1
1361,Philadelphia 76ers,Miami Heat,0.666908847275061,Miami Heat,Philadelphia 76ers,H,0,1
1362,Dallas Mavericks,Phoenix Suns,0.5114427894836333,Phoenix Suns,Dallas Mavericks,H,0,1
1363,Milwaukee Bucks,Boston Celtics,0.6941523673572902,Milwaukee Bucks,Boston Celtics,V,1,0
1364,Memphis Grizzlies,Golden State Warriors,0.5213149774546728,Memphis Grizzlies,Golden State Warriors,H,1,0
1365,Philadelphia 76ers,Miami Heat,0.6082629667141738,Miami Heat,Philadelphia 76ers,V,0,1
1366,Phoenix Suns,Dallas Mavericks,0.6769658976960983,Dallas Mavericks,Phoenix Suns,H,0,1
1367,Milwaukee Bucks,Boston Celtics,0.6289192469776965,Boston Celtics,Milwaukee Bucks,V,0,1
1368,Memphis Grizzlies,Golden State Warriors,0.5682581276314866,Golden State Warriors,Memphis Grizzlies,H,0,1
1369,Milwaukee Bucks,Boston Celtics,0.6941523673572902,Boston Celtics,Milwaukee Bucks,H,0,1
1370,Dallas Mavericks,Phoenix Suns,0.5114427894836333,Dallas Mavericks,Phoenix Suns,V,1,0
1371,Miami Heat,Boston Celtics,0.5171694592303715,Miami Heat,Boston Celtics,H,1,0
1372,Dallas Mavericks,Golden State Warriors,0.6795673152704916,Golden State Warriors,Dallas Mavericks,H,0,1
1373,Miami Heat,Boston Celtics,0.5171694592303715,Boston Celtics,Miami Heat,V,0,1
1374,Dallas Mavericks,Golden State Warriors,0.6795673152704916,Golden State Warriors,Dallas Mavericks,H,0,1
1375,Boston Celtics,Miami Heat,0.500404874805096,Miami Heat,Boston Celtics,V,0,1
1376,Dallas Mavericks,Golden State Warriors,0.5858851113508516,Golden State Warriors,Dallas Mavericks,V,0,1
1377,Boston Celtics,Miami Heat,0.500404874805096,Boston Celtics,Miami Heat,H,1,0
1378,Dallas Mavericks,Golden State Warriors,0.5858851113508516,Dallas Mavericks,Golden State Warriors,H,1,0
1379,Boston Celtics,Miami Heat,0.500404874805096,Boston Celtics,Miami Heat,V,1,0
1380,Dallas Mavericks,Golden State Warriors,0.6795673152704916,Golden State Warriors,Dallas Mavericks,H,0,1
1381,Miami Heat,Boston Celtics,0.5171694592303715,Miami Heat,Boston Celtics,V,1,0
1382,Boston Celtics,Miami Heat,0.500404874805096,Boston Celtics,Miami Heat,V,1,0
